A correction must reference the current receipt.	सुधार में वर्तमान प्राप्ति रिकॉर्ड का संदर्भ दें।	दुरुस्तीत सध्याच्या प्राप्ती नोंदीचा संदर्भ द्या.
A draft can contain up to 20 items and 10 photos.	एक ड्राफ़्ट में अधिकतम 20 सामग्री पंक्तियाँ और 10 तस्वीरें हो सकती हैं।	एका मसुद्यात जास्तीत जास्त 20 मालाच्या ओळी आणि 10 फोटो असू शकतात.
A reversal is already awaiting review.	वर्तमान वापसी अनुरोध की समीक्षा करें।	सध्याच्या उलट नोंदीच्या विनंतीचे पुनरावलोकन करा.
Review the current reversal request.	वर्तमान वापसी अनुरोध की समीक्षा करें।	सध्याच्या उलट नोंदीच्या विनंतीचे पुनरावलोकन करा.
Account role and mobile number cannot be changed here.	यहाँ खाते की भूमिका या मोबाइल नंबर नहीं बदला जा सकता।	येथे खात्याची भूमिका किंवा मोबाइल क्रमांक बदलता येत नाही.
Agree the received quantity and resolve custody issues before approving invoices or payments.	इनवॉइस या भुगतान स्वीकृत करने से पहले प्राप्त मात्रा पर सहमति और माल की सुपुर्दगी के विवादों का समाधान ज़रूरी है।	चलन किंवा देयक मंजूर करण्यापूर्वी मिळालेल्या प्रमाणावर सहमती आणि मालाच्या ताब्याच्या प्रश्नांचे निराकरण आवश्यक आहे.
All goods have an accepted receipt. Open a dispute for a reviewed reversal; do not restore sold stock.	पूरे माल की प्राप्ति स्वीकृत है। बदलाव के लिए विवाद दर्ज करें; बेचा हुआ स्टॉक वापस न जोड़ें।	सर्व मालाची प्राप्ती मान्य आहे. बदलासाठी विवाद नोंदवा; विकलेला साठा परत जोडू नका.
Assessment not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Document not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Draft not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Evidence not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Lot not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Material line not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Open issue not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Order not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Payment not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Photo not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Request not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Requirement not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Shared photo not found.	यह रिकॉर्ड नहीं मिला। सूची ताज़ा करके दोबारा खोलें।	ही नोंद सापडली नाही. यादी अद्ययावत करून पुन्हा उघडा.
Attach a handover photo or explain why no photo is available.	सुपुर्दगी की तस्वीर लगाएँ या तस्वीर न होने का कारण बताएँ।	हस्तांतरणाचा फोटो जोडा किंवा फोटो नसल्याचे कारण द्या.
Capture time must be within the past 30 days.	प्रमाण का समय पिछले 30 दिनों के भीतर होना चाहिए।	पुराव्याची वेळ मागील 30 दिवसांतील असावी.
Choose a complete JPEG or PNG photo.	एक पूरी और सही JPEG या PNG तस्वीर चुनें।	पूर्ण आणि योग्य JPEG किंवा PNG फोटो निवडा.
Incomplete JPEG photo.	एक पूरी और सही JPEG या PNG तस्वीर चुनें।	पूर्ण आणि योग्य JPEG किंवा PNG फोटो निवडा.
Incomplete PNG photo.	एक पूरी और सही JPEG या PNG तस्वीर चुनें।	पूर्ण आणि योग्य JPEG किंवा PNG फोटो निवडा.
Invalid JPEG photo.	एक पूरी और सही JPEG या PNG तस्वीर चुनें।	पूर्ण आणि योग्य JPEG किंवा PNG फोटो निवडा.
Invalid PNG photo.	एक पूरी और सही JPEG या PNG तस्वीर चुनें।	पूर्ण आणि योग्य JPEG किंवा PNG फोटो निवडा.
Choose a complete PDF document.	एक पूरी PDF फ़ाइल चुनें।	पूर्ण PDF फाइल निवडा.
Choose a detailed code within the selected broad group.	यह विस्तृत कोड चुनी हुई मुख्य श्रेणी में नहीं आता। श्रेणी सही करें और फिर प्रस्तुत करें।	हा तपशीलवार कोड निवडलेल्या मुख्य गटात नाही. वर्गवारी दुरुस्त करून पुन्हा सादर करा.
The detailed category does not belong to this broad group. Review the category.	यह विस्तृत कोड चुनी हुई मुख्य श्रेणी में नहीं आता। श्रेणी सही करें और फिर प्रस्तुत करें।	हा तपशीलवार कोड निवडलेल्या मुख्य गटात नाही. वर्गवारी दुरुस्त करून पुन्हा सादर करा.
This detailed code maps to a different broad group. Ask the collector to correct the lot and resubmit.	यह विस्तृत कोड चुनी हुई मुख्य श्रेणी में नहीं आता। श्रेणी सही करें और फिर प्रस्तुत करें।	हा तपशीलवार कोड निवडलेल्या मुख्य गटात नाही. वर्गवारी दुरुस्त करून पुन्हा सादर करा.
Choose a file up to 5 MB.	अधिकतम 5 MB की फ़ाइल चुनें।	जास्तीत जास्त 5 MB ची फाइल निवडा.
Choose a future pickup window of at most two days.	भविष्य का उठान समय चुनें; समयावधि अधिकतम दो दिन हो।	भविष्यातील उचलण्याची वेळ निवडा; कालावधी जास्तीत जास्त दोन दिवस असावा.
Choose a material or logistics invoice.	सामग्री या ढुलाई का इनवॉइस चुनें।	मालाचे किंवा वाहतुकीचे चलन निवडा.
Choose a supported language.	उपलब्ध भाषाओं में से एक चुनें।	उपलब्ध भाषांपैकी एक निवडा.
Choose a valid broad category.	मान्य मुख्य श्रेणी चुनें।	वैध मुख्य वर्गवारी निवडा.
Unknown broad category.	मान्य मुख्य श्रेणी चुनें।	वैध मुख्य वर्गवारी निवडा.
Choose a valid condition.	सामग्री की मान्य स्थिति चुनें।	मालाची वैध स्थिती निवडा.
Choose a valid detailed category.	106 उपकरण कोड में से सही विस्तृत श्रेणी चुनें।	106 उपकरण कोडपैकी योग्य तपशीलवार वर्गवारी निवडा.
Choose one of the 106 equipment codes.	106 उपकरण कोड में से सही विस्तृत श्रेणी चुनें।	106 उपकरण कोडपैकी योग्य तपशीलवार वर्गवारी निवडा.
Unknown equipment category.	106 उपकरण कोड में से सही विस्तृत श्रेणी चुनें।	106 उपकरण कोडपैकी योग्य तपशीलवार वर्गवारी निवडा.
